"practice_id","practice_name","phone","street","city","state","zip_code","website","location_count","source","source_url","call_attempted","call_scenario","call_completed","call_datetime","working_hours_entrypoint","after_hours_entrypoint","working_hours_scheduler_endpoint","after_hours_scheduler_endpoint","confidence"
"1679560585","ORANGE ORTHOPEDIC MEDICA GP, INC. THE PROVIDENCE BLDG","7145388549","1310 W STEWART DR STE 410","ORANGE","CA","92868","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1679560585","","","","","","","","",""
"1801883731","TRI-VALLEY ORTHOPEDIC AND SPORTS MEDICAL GROUP INC","9252751133","5601 NORRIS CANYON RD SUITE 130","SAN RAMON","CA","94583","null","3","nppes","https://npiregistry.cms.hhs.gov/provider-view/1801883731","","","","","","","","",""
"1326035114","M&M ORTHOPAEDICS, LTD.","6309681881","4115 FAIRVIEW AVE","DOWNERS GROVE","IL","60515","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1326035114","","","","","","","","",""
"1245228972","RENO ORTHOPAEDIC CLINIC, LTD","7757863040","555 N ARLINGTON AVE","RENO","NV","89503","http://renoortho.com/","7","nppes","https://npiregistry.cms.hhs.gov/provider-view/1245228972","","","","","","","","",""
"1164410932","IOWA HEART CENTER PC","5156333838","5880 UNIVERSITY AVE","WEST DES MOINES","IA","50266","https://www.iowaheart.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1164410932","","","","","","","","",""
"1245228048","ANTHONY DEBS MD LTD","7033696200","8701A STONEWALL RD","MANASSAS","VA","20110","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1245228048","","","","","","","","",""
"1932197571","DAVID H KIM, MD PC","6177545595","125 PARKER HILL AVE CONVERSE 4","ROXBURY CROSSING","MA","2120","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1932197571","","","","","","","","",""
"1518955160","SANG-GIL LEE, MD PC","6177261344","1 HAWTHORNE PL SUITE 105","BOSTON","MA","2114","https://newenglandworkinjury.com/people/sang-gil-lee-md/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1518955160","","","","","","","","",""
"1225026883","ORTHOPEDICS INTERNATIONAL INC.","3102123288","1108 SARTORI AVE STE 120","TORRANCE","CA","90501","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1225026883","","","","","","","","",""
"1851389480","DAVID M FELDBAUM MD PA","9549646684","2205 N UNIVERSITY DR","PEMBROKE PINES","FL","33024","http://www.floridavascular.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1851389480","","","","","","","","",""
"1073501649","FRANK X. PEDLOW JR, MD PC","6172279300","30 LANCASTER ST 2ND FLR","BOSTON","MA","2114","https://bostonspinesurgery.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1073501649","","","","","","","","",""
"1215925888","GEORGE H. THEODORE, MD PC","6177247009","175 CAMBRIDGE ST 4TH FLOOR","BOSTON","MA","2114","https://bostonsportsmedicinemd.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1215925888","","","","","","","","",""
"1679561245","SCOTT G. TROMANHAUSER, MD PC","6177545470","125 PARKER HILL AVE CONVERSE 4","ROXBURY CROSSING","MA","2120","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1679561245","","","","","","","","",""
"1558359190","BRIAN KWON, MD PC","6177546586","125 PARKER HILL AVE CONVERSE 4","ROXBURY CROSSING","MA","2120","http://briankwonmd.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1558359190","","","","","","","","",""
"1942298476","RALPH G ROHNER JR MD INC","6144574422","3600 OLENTANGY RIVER RD STE C 1","COLUMBUS","OH","43214","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1942298476","","","","","","","","",""
"1306834841","ORTHOPAEDIC SPINE & FRACTURE CLINIC","5612962345","3898 VIA POINCIANA SUITE 18","LAKE WORTH","FL","33467","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1306834841","","","","","","","","",""
"1427046846","ORTHOPEDIC ASSOCIATES OF SOUTHWEST FLORIDA PA","2397682272","13691 METRO PKWY SUITE 400","FORT MYERS","FL","33912","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1427046846","","","","","","","","",""
"1215925789","DARYLE A RUARK MD ORTHOPEDIC SURGEON PC","4137887321","299 CAREW ST STE 409","SPRINGFIELD","MA","1104","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1215925789","","","","","","","","",""
"1760470231","ORTHOPAEDIC ASSOCIATES LTD","9205637888","426 MCMILLEN ST","FORT ATKINSON","WI","53538","https://www.forthealthcare.com/clinic/fort-healthcare-orthopaedic-associates-fort-atkinson/?utm_source=GMBSocialClimb&utm_medium=FortHealthCareOrthopaedicAssociates","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1760470231","","","","","","","","",""
"1285622670","NORTH CENTRAL HEART INSTITUTE","6059775000","4520 W 69TH ST","SIOUX FALLS","SD","57108","https://www.avera.org/locations/profile/north-central-heart-sioux-falls/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1285622670","","","","","","","","",""
"1285622688","ORTHOPEDIC TRAUMA SERVICES LTD","6145667777","285 E STATE ST SUITE 500","COLUMBUS","OH","43215","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1285622688","","","","","","","","",""
"1205824638","TOM R NORRIS M D A PROFESSIONAL CORP","4153923225","2351 CLAY ST STE 510","SAN FRANCISCO","CA","94115","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1205824638","","","","","","","","",""
"1114915394","JOSEPH P JACKSON JR","8034329300","507 WALNUT ST","CAMDEN","SC","29020","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1114915394","","","","","","","","",""
"1710975057","FRUITLAND ORTHOPEDIC CLINIC","2084522510","1118 NW 16TH ST SUITE C","FRUITLAND","ID","83619","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1710975057","","","","","","","","",""
"1891783981","SUMMIT BONE & JOINT, PLLC","6152323838","5653 FRIST BLVD SUITE 731","HERMITAGE","TN","37076","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1891783981","","","","","","","","",""
"1124016175","CENTRAL ORTHOPEDICS PA","8632995667","222 E CENTRAL AVE","WINTER HAVEN","FL","33880","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1124016175","","","","","","","","",""
"1962490078","LODI ORTHOPAEDIC MEDICAL GROUP","2093342590","924 S FAIRMONT AVE","LODI","CA","95240","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1962490078","","","","","","","","",""
"1700874708","WESTLAKE ORTHOPEDICS A MEDICAL CORPORATION","8053742000","110 JENSEN CT SUITE 2A","THOUSAND OAKS","CA","91360","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1700874708","","","","","","","","",""
"1073501003","TRI-STATE ORTHOPAEDIC SURGEONS, INC.","8124771558","225 CROSSLAKE DR","EVANSVILLE","IN","47715","null","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1073501003","","","","","","","","",""
"1396734224","ATHENS ORTHOPEDIC AND PHYSICAL THERAPY CENTER PA","9036759526","1123 S PALESTINE ST","ATHENS","TX","75751","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1396734224","","","","","","","","",""
"1629221817","ORTHOPEDIC GROUP, INC.","4013343700","6 BLACKSTONE VALLEY PL STE. 530","LINCOLN","RI","2865","null","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1629221817","","","","","","","","",""
"1164411997","SPORTS MEDICINE & ORTHOPEDIC CENTER, S.C.","4146470033","3033 W LAYTON AVE SUITE 102","GREENFIELD","WI","53221","http://www.orthoped.com/","4","nppes","https://npiregistry.cms.hhs.gov/provider-view/1164411997","","","","","","","","",""
"1841289576","ORTHOPEDIC SPECIALISTS OF S FLORIDA P A","3058220401","7100 W 20TH AVE SUITE 101","HIALEAH","FL","33016","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1841289576","","","","","","","","",""
"1205825882","EDMOND SPINE AND ORTHOPEDICS SERVICES LLC","3035848000","4900 S. MONACO ST #210","DENVER","CO","80237","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1205825882","","","","","","","","",""
"1275522864","PREMIER FAMILY CARE I, INC","4326866605","4214 ANDREWS HWY STE 240","MIDLAND","TX","79703","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1275522864","","","","","","","","",""
"1851380547","RAMIREZ ORTHOPEDIC ASSOCIATES P.A.","3058563592","1797 CORAL WAY","MIAMI","FL","33145","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1851380547","","","","","","","","",""
"1477542165","ORTHOPAEDIC ASSOCIATES, INC.","8124249291","515 READ ST","EVANSVILLE","IN","47710","https://www.oaevansville.com/","5","nppes","https://npiregistry.cms.hhs.gov/provider-view/1477542165","","","","","","","","",""
"1174512826","SANJIV BANSAL MD PC","7185159800","2705 WILLIAMSBRIDGE RD","BRONX","NY","10469","https://montefioreeinstein.org/profiles/1861688848/sanjiv-bansal","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1174512826","","","","","","","","",""
"1013906635","ST JOSEPH ORTHOPEDIC ASSOCIATES INC","8008750211","1335 VILLAGE DR","SAINT JOSEPH","MO","64506","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1013906635","","","","","","","","",""
"1730178260","ORTHOPAEDIC SPECIALISTS INC","5085834546","730 CENTRE ST","BROCKTON","MA","2302","http://orthomass.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1730178260","","","","","","","","",""
"1174881197","ORTHOPAEDICS NORTHEAST, P.C.","9787941946","575 TURNPIKE ST SUITE 11","NORTH ANDOVER","MA","1845","null","3","nppes","https://npiregistry.cms.hhs.gov/provider-view/1174881197","","","","","","","","",""
"1467441923","ORTHOPAEDICS NORTHEAST, P.C.","6038982220","29 STILES RD SUITE 102","SALEM","NH","3079","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1467441923","","","","","","","","",""
"1114916681","ANNISTON ORTHOPEDICS ASSOCIATES PA","2562364121","731 LEIGHTON AVE STE 300","ANNISTON","AL","36207","null","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1114916681","","","","","","","","",""
"1679562060","SOUTHWEST SEATTLE ORTHOPAEDICS AND SPORTS MEDICINE","2062431100","16259 SYLVESTER RD SW #501","BURIEN","WA","98166","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1679562060","","","","","","","","",""
"1063401511","FRAMINGHAM ORTHOPEDIC ASSOCIATES, INC.","5088792550","1094 WORCESTER RD","FRAMINGHAM","MA","1702","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1063401511","","","","","","","","",""
"1407845951","SOUTH ARKANSAS ORTHOPAEDICS AND SPORTS MEDICINE CENTER PLLC","8708621144","2700 VINE ST","EL DORADO","AR","71730","http://southarkortho.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1407845951","","","","","","","","",""
"1154792414","ORTHOPAEDIC SPECIALISTS OF MASSACHUSETTS, LLC","6176969229","100 HIGHLAND ST STE G-3","MILTON","MA","2186","http://orthomass.com/","3","nppes","https://npiregistry.cms.hhs.gov/provider-view/1154792414","","","","","","","","",""
"1104815430","NASHVILLE BONE AND JOINT PLLC","6153914545","302 OLD LEBANON DIRT RD FL 2","HERMITAGE","TN","37076","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1104815430","","","","","","","","",""
"1598754822","FIFER & HELIGMAN MD PA","2394825399","8350 RIVERWALK PARK BLVD SUITE 1","FORT MYERS","FL","33919","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1598754822","","","","","","","","",""
"1427047794","COMMUNITY ORTHOPEDICS PC","3154925864","4900 BROAD RD CGH POB NORTH SUITE 3E","SYRACUSE","NY","13215","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1427047794","","","","","","","","",""
"1124017272","TWIN CITY MEDICAL OFFICES","7409220000","819 N 1ST ST","DENNISON","OH","44621","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1124017272","","","","","","","","",""
"1760471726","ABSAROKA ORTHOPEDICS","3075277100","424 YELLOWSTONE AVE SUITE 140","CODY","WY","82414","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1760471726","","","","","","","","",""
"1215926332","RICHMOND PEDIATRIC SURGEONS LLC","8048286727","7115 JAHNKE RD","RICHMOND","VA","23225","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1215926332","","","","","","","","",""
"1043200090","BONE & JOINT CENTER INC","2766382354","1100 E CHURCH ST","MARTINSVILLE","VA","24112","http://www.boneandjoint.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1043200090","","","","","","","","",""
"1750371738","ORTHOPEDICS AND SPORTS MEDICINE","7817692330","825 WASHINGTON ST STE 260","NORWOOD","MA","2062","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1750371738","","","","","","","","",""
"1457341331","PARKWAY ORTHOPEDICS & SPORTS MEDICINE","6173233334","968 SOUTH ST","ROSLINDALE","MA","2131","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1457341331","","","","","","","","",""
"1063402766","JARRETT ORTHOPAEDIC REHABILITATION, INC","9497228811","2651 IRVINE AVE SUITE 128","COSTA MESA","CA","92627","https://jorinc.com/about-us/chad-jarrett/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1063402766","","","","","","","","",""
"1780068932","PROFESSIONAL ORTHOPEDIC AND SPORTS PHYSICAL THERAPY, P.C.","2123623595","162 W 72ND ST FLOOR 4","NEW YORK","NY","10023","null","82","nppes","https://npiregistry.cms.hhs.gov/provider-view/1780068932","","","","","","","","",""
"1821088469","LITTLE MIAMI JOINT FIRE & RESCUE","5132713636","5800 WOOSTER PIKE","CINCINNATI","OH","45227","http://www.lmfr.org/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1821088469","","","","","","","","",""
"1699765107","AZALEA ORTHOPEDIC & SPORTS MEDICINE CLINIC PA","9039397500","3414 GOLDEN ROAD","TYLER","TX","75701","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1699765107","","","","","","","","",""
"1841280161","THE SPINE CENTER, LTD","5402217400","70 MEDICAL CENTER CIR","FISHERSVILLE","VA","22939","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1841280161","","","","","","","","",""
"1255321410","BERNARD C ONG MD PC","7027967979","8551 W LAKE MEAD BLVD SUITE 251","LAS VEGAS","NV","89128","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1255321410","","","","","","","","",""
"1144210378","BIOMATRIX ORTHOPEDICS LLC","5867731400","1116 E. BIG BEAVER RD.","TROY","MI","48083","http://www.biomatrixortho.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1144210378","","","","","","","","",""
"1588654636","UNIVERSITY ORTHOPEDICS OF NEW YORK PLLC","7187771885","2318 31ST ST SUITE 210","ASTORIA","NY","11105","https://www.universityorthopedicsofny.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1588654636","","","","","","","","",""
"1962493999","JAMES P. DAVID, M.D., A PROFESSIONAL CORPORATION","3184450058","105 YORKTOWN DR","ALEXANDRIA","LA","71303","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1962493999","","","","","","","","",""
"1750372363","QURESHI & ASSOC INC","5139222519","5049 CROOKSHANK RD SUITE 202","CINCINNATI","OH","45238","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1750372363","","","","","","","","",""
"1932190493","THOMAS S EAGAN MD PC","5187737306","215 COUNTY HIGHWAY 128","GLOVERSVILLE","NY","12078","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1932190493","","","","","","","","",""
"1750372140","TAHOE FRACTURE & ORTHOPEDIC MEDICAL CLINIC, INC.","7757836190","973 MICA DR SUITE 201","CARSON CITY","NV","89705","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1750372140","","","","","","","","",""
"1568453967","WEST COAST ORTHOPAEDIC MEDICAL GROUP, INC","6268210707","301 W HUNTINGTON DR SUITE 408","ARCADIA","CA","91007","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1568453967","","","","","","","","",""
"1336130863","MICHIGAN SPINE AND BRAIN SURGEONS, PLLC","2485697745","22250 PROVIDENCE DR SUITE 601","SOUTHFIELD","MI","48075","https://www.michiganspineandbrainsurgeons.com/team/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1336130863","","","","","","","","",""
"1861483158","JOHN C NORDT III MD & ASSOC PA","3056622851","4720 LEJEUNE RD.","CORAL GABLES","FL","33146","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1861483158","","","","","","","","",""
"1245221415","CLEVELAND ORTHOPAEDIC ASSOCIATES INC","2163320887","5706 TURNEY RD SUITE 107","GARFIELD HTS","OH","44125","http://www.oaidocs.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1245221415","","","","","","","","",""
"1063493294","TEODULO EQUIPMENT @ ORTHOPEDIC SUPPLY, INC","3055585700","4355 W 16TH AVE SUITE 203B","HIALEAH","FL","33012","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1063493294","","","","","","","","",""
"1952382103","ORTHOPAEDIC ASSOCIATES INC","6175221734","1153 CENTRE ST SUITE 54","JAMAICA PLAIN","MA","2130","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1952382103","","","","","","","","",""
"1619958741","ORTHORX, INC.","7852469027","6001 SW 6TH AVENUE SUITE 250","TOPEKA","KS","66615","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1619958741","","","","","","","","",""
"1336120484","JOHN PAUL VIDOLIN M D P A","9414971771","836 SUNSET LAKE BLVD STE 102","VENICE","FL","34292","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1336120484","","","","","","","","",""
"1053392043","HOVIS ORTHOPAEDIC CLINIC PC","8655240054","501 19TH ST STE 702","KNOXVILLE","TN","37916","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1053392043","","","","","","","","",""
"1336120278","MATTHEW J PAUTZ","7602452663","18031 US HIGHWAY 18 STE A","APPLE VALLEY","CA","92307","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1336120278","","","","","","","","",""
"1295716165","ALON ANTEBI, DO, INC.","6617265005","44105 15TH STREET WEST STE 201","LANCASTER","CA","93534","https://www.avorsmedgroup.com/alon-antebi","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1295716165","","","","","","","","",""
"1639150600","ORTHORX, INC.","3052707426","11760 BIRD RD STE 616","MIAMI","FL","33175","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1639150600","","","","","","","","",""
"1861473696","THE ORTHO REMEDY, INC.","2019433900","522 ANDERSON AVE","CLIFFSIDE PARK","NJ","7010","http://www.orthoremedy.com/","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1861473696","","","","","","","","",""
"1730160458","JEREMY STERN MD INC.","5089986100","300C FAUNCE CORNER RD","N DARTMOUTH","MA","2747","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1730160458","","","","","","","","",""
"1104807734","R & L ORTHOPEDIC SHOES INC","2252752632","11455 FLORIDA BLVD","BATON ROUGE","LA","70815","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1104807734","","","","","","","","",""
"1437130986","FITZGERALD ORTHOPAEDICS, P.C.","2607283849","203 N 12TH ST","DECATUR","IN","46733","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1437130986","","","","","","","","",""
"1477534824","AZALEA ORTHOPAEDICS &SPORTS MEDICINE, P.C.","2514791441","2860 DAUPHIN ST SUITE B","MOBILE","AL","36606","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1477534824","","","","","","","","",""
"1104807742","ORTHORX, INC.","3187985583","7925 YOUREE DR SUITE 230","SHREVEPORT","LA","71105","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1104807742","","","","","","","","",""
"1801877345","CHAUNCEY B SANTOS MD PC","3368461222","200 HOSPITAL AVE STE 2","JEFFERSON","NC","28640","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1801877345","","","","","","","","",""
"1871574269","ANN ARBOR ORTHOPAEDIC SPECIALISTS,P.C.","7347120655","5315 ELLIOTT DR SUITE 304","YPSILANTI","MI","48197","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1871574269","","","","","","","","",""
"1285615690","TERRI L HILL MD PA","4109929600","325 HOSPITAL DR STE 209","GLEN BURNIE","MD","21061","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1285615690","","","","","","","","",""
"1528049830","PETER J ISAAC DO LLC","6108205703","1275 S CEDAR CREST BLVD STE 2","ALLENTOWN","PA","18103","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1528049830","","","","","","","","",""
"1235111535","DENNIS G VINCENT M D S C","2628273144","14555 W NATIONAL AVE STE 175","NEW BERLIN","WI","53157","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1235111535","","","","","","","","",""
"1558343806","KSF ORTHOPAEDIC CENTER PA","2814406960","17270 RED OAK DR SUITE 200","HOUSTON","TX","77090","http://www.ksfortho.com/?utm_source=GMBSocialClimb&utm_medium=KSFOrthopaedicCenter%2CWillowbrookClinic","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1558343806","","","","","","","","",""
"1689656951","ORTHOPAEDIC ASSOCIATES OF WISCONSIN, SC","2623035055","N15W28300 GOLF RD","PEWAUKEE","WI","53072","https://www.orthowisconsin.com/?utm_source=google","3","nppes","https://npiregistry.cms.hhs.gov/provider-view/1689656951","","","","","","","","",""
"1881675155","BAY ORTHOPEDIC AND REHABILITATION SUPPLY CO INC","6312710825","616 JERICHO TPKE","HUNTINGTON STATION","NY","11746","http://bayorthopedic.com/","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1881675155","","","","","","","","",""
"1558342840","ARTHRITIS & SPORTS ORTHOPAEDICS PC","7034445000","21475 RIDGETOP CIRCLE SUITE 150","STERLING","VA","20166","https://www.arthritisandsports.com/sterling","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1558342840","","","","","","","","",""
"1033190335","MAHMOOD TAHIR MD","6108219356","451 W CHEW ST SUITE 310","ALLENTOWN","PA","18102","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1033190335","","","","","","","","",""
"1497737613","NEW ENGLAND HAND ASSOCIATES PC","5088727881","313 SPEEN ST STE 203","NATICK","MA","1760","https://www.nehand.com/?y_source=1_OTc5MzU0NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1497737613","","","","","","","","",""
"1194707216","PUGET ORTHOPEDIC REHABILITATION PC","4253481259","12811 8TH AVE W A-205","EVERETT","WA","98204","http://www.pugetorthorehab.com/contactus.htm","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1194707216","","","","","","","","",""
"1447232624","MICHAEL D PLOOSTER MD SC","6083563942","635 15TH ST","BARABOO","WI","53913","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1447232624","","","","","","","","",""
"1295717445","COMPREHENSIVE ORTHOPAEDICS SC","2627645891","7401 104TH AVE SUITE 110","KENOSHA","WI","53142","null","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1295717445","","","","","","","","",""
"1255313425","TAMPA BAY ORTHOPAEDIC SPECIALISTS","7273471286","6500 66TH ST","PINELLAS PARK","FL","33781","null","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1255313425","","","","","","","","",""
"1245212414","INTEGRATED SPINE CARE, S.C.","4149885100","601 N 99TH ST SUITE 101","WAUWATOSA","WI","53226","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1245212414","","","","","","","","",""
"1619959822","SCH PROFESSIONAL CORPORATION","3303327524","1995 E STATE ST","SALEM","OH","44460","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1619959822","","","","","","","","",""
"1053393124","MOBILE ORTHOPEDIC CENTER","2513425053","124 S UNIVERSITY BLVD #1-A","MOBILE","AL","36608","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1053393124","","","","","","","","",""
"1841272739","MICHIGAN HAND AND WRIST PC","2485960412","26750 PROVIDENCE PARKWAY SUITE 220","NOVI","MI","48374","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1841272739","","","","","","","","",""
"1699757534","GRIFFIN ORTHOPEDIC TECHNOLOGIES INC","7818372294","696 MAIN ST SUITE 9","MARSHFIELD","MA","2050","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1699757534","","","","","","","","",""
"1437131497","SPORTHO PHYSICAL AND AQUATIC THERAPY, LLC","7735862768","6921 W ARCHER AVE","CHICAGO","IL","60638","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1437131497","","","","","","","","",""
"1780666446","ARTHRITIS ORTHOPEDIC AND SPORTS MEDICAL CENTER","8182468974","1505 WILSON TER SUITE 200","GLENDALE","CA","91206","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1780666446","","","","","","","","",""
"1588646244","PENSACOLA ORTHOPAEDICS & SPORTS MEDICINE, PA","8504749995","5147 N 9TH AVE SUITE 322","PENSACOLA","FL","32504","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1588646244","","","","","","","","",""
"1508848342","TOLEDO JOINT REPLACEMENT AND ORTHOPAEDIC CENTER","4198435633","4126 N HOLLAND SYLVANIA RD SUITE 100","TOLEDO","OH","43623","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1508848342","","","","","","","","",""
"1831171602","ORTHOPAEDIC REHABILITATION SPECIALISTS INC","2137421460","403 W ADAMS BLVD","LOS ANGELES","CA","90007","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1831171602","","","","","","","","",""
"1316929045","GUY J L'HEUREUX MD PA","8707354025","228 W TYLER AVE STE 105","WEST MEMPHIS","AR","72301","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1316929045","","","","","","","","",""
"1245212711","PUEBLO REHAB & ORTHOPEDIC THERAPY LLC","7195424444","3525 SPAULDING AVE","PUEBLO","CO","81008","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1245212711","","","","","","","","",""
"1285616714","MARSHALL-KLOENE ORTHOPEDICS, INC.","4198930748","419 TOMAHAWK DR","MAUMEE","OH","43537","https://marshallkloene.com/","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1285616714","","","","","","","","",""
"1801879226","ALPINE MANAGEMENT AND CONSULTING","4357239700","1030 MEDICAL DR STE A","BRIGHAM CITY","UT","84302","null","3","nppes","https://npiregistry.cms.hhs.gov/provider-view/1801879226","","","","","","","","",""
"1063495299","ATHENS ORTHOPEDIC CLINIC, PA","7065491663","1765 OLD WEST BROAD ST","ATHENS","GA","30606","https://athensorthopedicclinic.com/location/athens/?utm_source=GMBSocialClimb&utm_medium=AthensOrthopedicClinic","15","nppes","https://npiregistry.cms.hhs.gov/provider-view/1063495299","","","","","","","","",""
"1821051566","CENTRAL STATES ORTHOPEDIC SPECIALISTS, INC.","9184812767","6585 S YALE AVE 200","TULSA","OK","74136","null","2","nppes","https://npiregistry.cms.hhs.gov/provider-view/1821051566","","","","","","","","",""
"1790768703","ORTHOPEDIC SURGERY ASSOC PA","2072831126","10 WELLSPRING RD","BIDDEFORD","ME","4005","null","1","nppes","https://npiregistry.cms.hhs.gov/provider-view/1790768703","","","","","","","","",""
